,short_name,age,nationality,club_name,overall,potential,value_eur,wage_eur,player_positions,release_clause_eur,team_position,contract_valid_until,pace,shooting,passing,dribbling,defending,Forward,Mid,Back,GK
16250,L. Sanabria,20,Paraguay,Club Libertad,58,71,250000,500,CAM,706000.0,RES,2024.0,61.0,50.0,52.0,58.0,50.0,57.36363636363637,59.2,55.3,8.2
16251,D. Rodríguez,18,Peru,Melgar FBC,58,71,210000,500,RB,583000.0,RES,2024.0,63.0,33.0,47.0,47.0,54.0,46.72727272727273,51.0,55.9,11.2
16252,A. López,20,Mexico,Club Atlas,58,71,240000,2000,CM,558000.0,RES,2024.0,61.0,46.0,58.0,58.0,50.0,55.81818181818182,59.6,56.1,8.8
16253,M. Lundal,20,Norway,Stabæk Fotball,58,71,240000,600,CM,450000.0,SUB,2022.0,63.0,46.0,55.0,60.0,54.0,56.54545454545455,59.6,57.9,9.4
16254,N. Mai,19,Germany,1. FC Magdeburg,58,71,220000,550,LB,457000.0,RES,2023.0,63.0,38.0,44.0,51.0,56.0,49.18181818181818,49.6,56.8,11.2
16255,G. Micle,18,Romania,FC Argeș,58,71,180000,500,GK,356000.0,SUB,2022.0,27.25,27.5,18.75,27.5,12.0,20.727272727272727,23.8,22.7,56.4
16256,C. Boukhalfa,21,Germany,SC Freiburg,58,71,230000,2000,CDM,558000.0,RES,2021.0,60.0,35.0,54.0,54.0,54.0,50.0,55.2,57.9,11.4
16257,J. van der Avert,20,Netherlands,Willem II,58,71,230000,1000,CB,489000.0,RES,2022.0,69.0,28.0,29.0,41.0,60.0,39.90909090909091,41.0,55.4,7.6
16258,M. Judd,21,England,Leyton Orient,58,70,210000,2000,RB,410000.0,SUB,2021.0,72.0,28.0,45.0,55.0,53.0,48.09090909090909,51.6,55.9,9.2
16259,N. Mbo,21,DR Congo,Helsingborgs IF,58,70,230000,550,"ST, RM",334000.0,SUB,2021.0,78.0,55.0,31.0,56.0,22.0,54.45454545454545,46.2,39.2,8.0
16260,Guo Tianyu,21,China PR,Shandong Luneng TaiShan FC,58,70,230000,3000,ST,414000.0,RES,2022.0,59.0,57.0,42.0,56.0,37.0,56.27272727272727,52.2,46.2,10.0
16261,K. O'Connell,20,England,Bournemouth,58,70,230000,2000,LM,483000.0,RES,2021.0,75.0,51.0,54.0,59.0,35.0,56.45454545454545,56.0,47.6,11.0
16262,C. Jordan,21,England,Bournemouth,58,70,210000,2000,CB,441000.0,RES,2021.0,60.0,30.0,38.0,46.0,56.0,43.36363636363637,45.0,55.8,11.2
16264,C. Tovar,22,Colombia,Deportivo Pasto,58,70,210000,500,"CB, RB",326000.0,SUB,2021.0,63.0,24.0,33.0,39.0,59.0,39.18181818181818,41.6,56.1,8.2
16265,S. Mols,21,Spain,Blackburn Rovers,58,70,230000,5000,"RW, CAM",483000.0,RES,2021.0,67.0,47.0,58.0,63.0,38.0,57.18181818181818,58.2,49.8,10.4
16267,Viedma,21,Spain,SD Ponferradina,58,70,230000,1000,CM,403000.0,RES,2023.0,62.0,58.0,61.0,65.0,48.0,61.54545454545455,60.8,54.4,12.4
16268,K. Kristensen,20,Denmark,Aarhus GF,58,70,180000,1000,GK,261000.0,SUB,2021.0,26.25,29.0,18.25,22.25,10.0,21.181818181818183,23.6,21.6,58.6
16269,S. Al Selouli,22,Saudi Arabia,Ettifaq FC,58,70,230000,4000,LM,426000.0,SUB,2022.0,73.0,48.0,52.0,62.0,43.0,56.90909090909091,56.0,50.2,9.2
16270,M. Ndione,20,Sweden,IF Elfsborg,58,70,230000,850,ST,334000.0,SUB,2022.0,53.0,56.0,43.0,56.0,24.0,56.09090909090909,51.8,40.9,11.2
16271,I. Bolaño,22,Argentina,Club Atlético Tigre,58,70,230000,500,RM,541000.0,SUB,2021.0,77.0,46.0,55.0,58.0,35.0,57.0,55.4,49.7,9.8
16272,G. Gómez,22,Argentina,Arsenal de Sarandí,58,70,230000,2000,RM,380000.0,SUB,2023.0,73.0,54.0,53.0,61.0,32.0,56.90909090909091,54.8,44.3,9.8
16273,S. van Dijck,19,Netherlands,VVV-Venlo,58,70,200000,700,CB,330000.0,SUB,2022.0,41.0,34.0,37.0,35.0,57.0,39.81818181818182,39.8,53.2,10.4
16274,L. Schaffran,21,Germany,SpVgg Greuther Fürth,58,70,180000,850,GK,315000.0,SUB,2021.0,25.25,29.75,14.25,25.5,10.333333333333334,20.727272727272727,21.6,21.8,58.6
16275,Y. Boussakou,20,Netherlands,ADO Den Haag,58,70,230000,1000,"LW, RW",380000.0,RES,2022.0,75.0,56.0,51.0,63.0,26.0,57.45454545454545,54.2,41.4,9.0
16276,M. Rieder,20,Netherlands,ADO Den Haag,58,70,230000,1000,"CM, RB",380000.0,RES,2021.0,66.0,52.0,56.0,63.0,45.0,59.63636363636363,60.4,55.2,12.0
16277,I. Hutchinson,20,England,Southend United,58,70,230000,2000,"CM, RM",449000.0,LDM,2021.0,74.0,55.0,56.0,64.0,45.0,60.45454545454545,61.2,53.8,9.0
16278,L. Scales,21,Republic of Ireland,Shamrock Rovers,58,70,210000,500,CB,368000.0,LCB,2021.0,54.0,25.0,47.0,52.0,57.0,46.36363636363637,51.2,57.2,10.0
16279,Kim Tae Gon,21,Korea Republic,GwangJu FC,58,70,180000,500,GK,261000.0,RES,2023.0,46.5,33.0,30.0,39.5,18.666666666666668,33.72727272727273,37.8,33.3,56.6
16280,S. Jarl,20,Norway,Sarpsborg 08 FF,58,70,210000,600,"CDM, CB",305000.0,SUB,2021.0,62.0,35.0,53.0,56.0,54.0,52.54545454545455,56.6,57.6,10.4
16281,K. Kubica,20,Poland,Górnik Zabrze,58,70,210000,750,"CDM, CM",326000.0,SUB,2023.0,64.0,40.0,48.0,50.0,56.0,51.09090909090909,54.2,58.6,9.2
16282,N. Ntolla Thio,21,France,FC Sochaux-Montbéliard,58,70,230000,950,ST,449000.0,RES,2023.0,64.0,62.0,41.0,60.0,20.0,57.63636363636363,51.4,36.6,9.4
16283,C. Kurukalıp,18,Turkey,Kasimpaşa SK,58,70,190000,600,LB,409000.0,SUB,2021.0,66.0,31.0,43.0,54.0,56.0,47.09090909090909,49.0,55.4,8.8
16284,J. Davison,20,England,Charlton Athletic,58,70,230000,1000,ST,449000.0,SUB,2022.0,65.0,57.0,41.0,55.0,19.0,56.45454545454545,50.4,37.0,12.4
16285,R. Robinson,21,United States,Inter Miami,58,70,230000,1000,ST,391000.0,SUB,2021.0,65.0,59.0,44.0,56.0,19.0,56.90909090909091,52.0,37.9,9.8
16286,J. Gómez,20,Mexico,Pachuca,58,70,230000,2000,ST,437000.0,SUB,2022.0,54.0,61.0,46.0,55.0,22.0,56.18181818181818,51.0,38.6,10.8
16287,W. Ramírez,19,Ecuador,Independiente del Valle,58,70,180000,500,GK,432000.0,SUB,2023.0,27.5,27.75,14.75,23.0,12.666666666666666,21.0,22.2,21.8,57.2
16288,L. Montano,20,Denmark,Vejle Boldklub,58,70,230000,2000,"CAM, LM, RM",334000.0,SUB,2023.0,67.0,54.0,53.0,59.0,41.0,58.90909090909091,58.8,52.8,9.4
16289,A. Müller,19,Germany,1. FC Magdeburg,58,70,210000,550,"CDM, CAM",347000.0,SUB,2022.0,59.0,51.0,55.0,58.0,57.0,56.0,58.0,58.9,10.2
16290,B. Nsimba,20,Belgium,Royal Antwerp FC,58,70,230000,3000,"ST, LW",391000.0,SUB,2021.0,79.0,58.0,49.0,63.0,24.0,58.45454545454545,54.0,41.8,10.4
16291,L. López,19,Argentina,San Lorenzo de Almagro,58,70,180000,1000,GK,306000.0,RES,2022.0,34.5,27.0,15.0,22.5,9.666666666666666,20.181818181818183,21.0,20.0,56.4
16292,V. Van De Wiel,20,Belgium,Waasland-Beveren,58,70,210000,1000,"RB, CDM",347000.0,RES,2022.0,66.0,33.0,51.0,54.0,55.0,49.0,53.6,57.8,7.8
16293,Y. Brugger,19,Germany,Eintracht Frankfurt,58,70,200000,2000,CB,380000.0,RES,2021.0,55.0,37.0,43.0,43.0,58.0,43.90909090909091,47.2,57.3,12.2
16294,F. Kara,19,Turkey,Fatih Karagümrük S.K.,58,70,200000,1000,"LB, CB",440000.0,SUB,2024.0,60.0,30.0,43.0,42.0,59.0,40.72727272727273,44.4,56.4,9.0
16295,J. Rezabala,20,Ecuador,Club Tijuana,58,70,230000,3000,CAM,437000.0,RES,2024.0,65.0,52.0,55.0,63.0,39.0,57.45454545454545,57.2,48.2,8.6
16296,F. Mwepu,20,Zambia,SK Sturm Graz,58,70,230000,3000,ST,380000.0,SUB,2022.0,80.0,59.0,40.0,58.0,23.0,57.63636363636363,52.2,39.2,10.8
16297,A. Fouda,20,Cameroon,Stade Malherbe Caen,58,70,210000,950,LB,410000.0,RES,2024.0,64.0,32.0,50.0,53.0,55.0,49.18181818181818,53.4,56.8,7.4
16298,A. Coote,22,Scotland,Waterford FC,58,69,220000,500,"RM, CAM",385000.0,RM,2020.0,73.0,47.0,54.0,62.0,39.0,55.90909090909091,56.6,48.2,8.6
16299,W. Patching,21,England,Dundalk,58,69,220000,550,CM,385000.0,RES,2020.0,66.0,52.0,62.0,62.0,35.0,58.0,60.0,49.8,8.0
16300,L. Butroid,21,England,Scunthorpe United,58,69,200000,2000,LB,390000.0,SUB,2021.0,66.0,28.0,41.0,54.0,54.0,46.81818181818182,49.0,55.4,8.2
16301,M. Al Mutlaq,22,Saudi Arabia,Al Raed,58,69,200000,3000,RB,370000.0,SUB,2022.0,72.0,40.0,53.0,58.0,53.0,54.18181818181818,56.2,56.5,10.0
16302,Huang Zhengyu,23,China PR,Guangzhou R&F FC,58,69,200000,2000,CB,350000.0,SUB,2022.0,70.0,25.0,48.0,58.0,60.0,48.27272727272727,53.2,60.5,11.2
16303,Yan,21,Brazil,Moreirense FC,58,69,220000,2000,"CF, CAM",506000.0,SUB,2023.0,67.0,56.0,52.0,63.0,21.0,58.54545454545455,56.0,39.4,8.6
16304,M. Fabrie,22,Netherlands,Sparta Rotterdam,58,69,170000,1000,GK,281000.0,SUB,2021.0,25.5,34.25,20.5,22.5,12.666666666666666,22.0,23.2,22.1,58.8
16305,C. McJannet,21,England,Derry City,58,69,200000,500,"LB, LM",350000.0,SUB,2020.0,58.0,36.0,42.0,60.0,58.0,49.81818181818182,50.0,56.5,10.2
16306,R. Ogle,21,Australia,Accrington Stanley,58,69,200000,700,"LB, RB",390000.0,SUB,2021.0,72.0,29.0,49.0,53.0,52.0,49.18181818181818,52.8,57.1,9.0
16307,B. Liddle,21,England,Middlesbrough,58,69,220000,2000,"CM, CDM",462000.0,SUB,2022.0,69.0,49.0,56.0,59.0,50.0,57.63636363636363,59.6,56.8,9.6
16308,C. Ehlich,21,Germany,SpVgg Unterhaching,58,69,220000,950,"RM, RB",363000.0,SUB,2023.0,72.0,43.0,51.0,61.0,45.0,54.36363636363637,56.0,53.1,12.6
16310,T. Golden,20,England,Salford City,58,69,200000,2000,"RB, LB",390000.0,SUB,2021.0,70.0,29.0,54.0,56.0,54.0,50.90909090909091,54.2,56.8,9.4
16311,Raúl Sánchez,22,Spain,CD Leganés,58,69,220000,2000,"LM, LB",396000.0,RES,2021.0,59.0,56.0,57.0,61.0,33.0,57.27272727272727,56.6,45.4,8.4
16312,T. Boni,20,Burkina Faso,KV Mechelen,58,69,200000,2000,CDM,340000.0,RES,2021.0,57.0,35.0,48.0,52.0,56.0,48.63636363636363,52.2,57.9,12.0
16313,A. Guiffrey,22,Argentina,Patronato,58,69,220000,2000,RM,363000.0,RES,2023.0,57.0,53.0,57.0,62.0,30.0,57.27272727272727,56.6,43.9,10.2
16314,A. Lesiotis,20,Australia,Melbourne Victory,58,69,200000,1000,"CDM, RB",290000.0,SUB,2020.0,65.0,36.0,51.0,57.0,54.0,51.0,55.2,57.8,9.2
16315,N. Kastenhofer,21,Germany,Hallescher FC,58,69,200000,700,CB,330000.0,SUB,2022.0,58.0,28.0,37.0,48.0,59.0,41.81818181818182,44.6,55.8,7.8
16316,P. Monti,22,Argentina,Gimnasia y Esgrima La Plata,58,69,220000,2000,LM,363000.0,SUB,2023.0,68.0,51.0,51.0,64.0,41.0,57.18181818181818,55.4,48.1,10.4
16317,M. Dembélé,21,France,ESTAC Troyes,58,69,200000,950,"CB, RB",390000.0,RES,2022.0,51.0,33.0,41.0,52.0,57.0,45.36363636363637,47.6,56.6,9.4
16318,J. Asiri,22,Saudi Arabia,Al Wehda,58,69,220000,4000,ST,407000.0,SUB,2024.0,66.0,58.0,43.0,59.0,23.0,57.45454545454545,52.4,39.9,9.8
16319,M. Steinwender,20,Austria,SKN St. Pölten,58,69,200000,1000,CB,330000.0,SUB,2023.0,48.0,29.0,41.0,38.0,56.0,39.18181818181818,44.4,56.1,10.0
16320,A. Youssef,19,Sweden,BK Häcken,58,69,210000,600,"CAM, LW",305000.0,SUB,2023.0,65.0,48.0,53.0,62.0,34.0,57.81818181818182,58.2,47.5,9.8
16321,N. El Ablak,20,Netherlands,Fortuna Sittard,58,69,220000,2000,"CAM, RM",363000.0,SUB,2021.0,61.0,48.0,54.0,66.0,34.0,56.90909090909091,56.6,46.2,9.2
16322,O. Deman,20,Belgium,KSV Cercle Brugge,58,69,220000,2000,"CAM, LW, CF",363000.0,RES,2021.0,68.0,56.0,55.0,65.0,27.0,58.18181818181818,56.4,43.3,10.6
16323,J. Nisbet,21,Australia,Central Coast Mariners,58,69,220000,500,"CM, CDM",319000.0,LCM,2022.0,71.0,42.0,56.0,62.0,52.0,55.45454545454545,60.0,58.2,10.8
16324,J. Carcela-González,20,Belgium,Standard de Liège,58,69,220000,2000,CAM,374000.0,RES,2021.0,69.0,50.0,56.0,64.0,31.0,56.81818181818182,56.0,43.6,11.0
16325,H. Moldovan,22,Romania,UTA Arad,58,69,170000,700,GK,264000.0,GK,2022.0,36.5,30.25,16.75,21.5,12.0,23.0,25.6,23.5,57.6
16326,L. Valente,22,Argentina,Club Atlético Huracán,58,69,200000,2000,RB,330000.0,SUB,2021.0,64.0,32.0,42.0,53.0,55.0,46.81818181818182,49.0,55.6,11.2
16327,T. Dallinga,19,Netherlands,FC Groningen,58,69,210000,1000,ST,347000.0,RES,2021.0,52.0,61.0,45.0,55.0,24.0,56.45454545454545,51.6,39.0,11.0
16328,Lee Ji Seung,21,Korea Republic,Busan IPark,58,69,200000,800,"CDM, CM",290000.0,SUB,2024.0,61.0,48.0,54.0,56.0,54.0,55.36363636363637,57.6,57.8,9.8
16329,B. Curville,21,Australia,Macarthur FC,58,69,200000,500,CB,290000.0,SUB,2024.0,60.0,29.0,32.0,33.0,58.0,37.27272727272727,38.6,53.7,12.0
16330,M. Drubble,21,Australia,Macarthur FC,58,69,200000,500,"CB, CDM",290000.0,SUB,2024.0,66.0,46.0,51.0,53.0,55.0,53.27272727272727,56.0,59.0,8.4
16331,G. Michailidis,20,Greece,PAOK,58,69,200000,500,"CB, LB",480000.0,LCB,2023.0,66.0,48.0,56.0,48.0,58.0,49.0,52.4,59.2,8.2
16332,K. Okuno,20,Japan,Gamba Osaka,58,69,200000,1000,"CDM, RM",290000.0,RES,2021.0,67.0,36.0,55.0,60.0,55.0,52.45454545454545,57.6,58.7,9.6
16334,G. Chávez,21,Paraguay,Sol de América,58,69,220000,500,ST,517000.0,SUB,2021.0,65.0,59.0,53.0,57.0,45.0,57.81818181818182,58.2,54.6,10.0
16335,Atienza,21,Spain,SD Eibar,58,69,220000,3000,CM,506000.0,RES,2022.0,53.0,46.0,55.0,53.0,51.0,55.63636363636363,58.4,55.8,12.8
16336,A. Morris,18,United States,Columbus Crew SC,58,69,190000,500,CDM,323000.0,RES,2023.0,70.0,49.0,53.0,59.0,53.0,56.09090909090909,57.6,58.0,7.8
16337,S. Zobo,19,Cameroon,Toulouse Football Club,58,69,210000,800,ST,420000.0,RES,2022.0,55.0,61.0,42.0,55.0,23.0,55.72727272727273,51.0,39.0,9.8
16338,M. Garzón,19,Bolivia,Always Ready,58,69,210000,500,CM,494000.0,SUB,2024.0,63.0,49.0,52.0,58.0,45.0,57.09090909090909,59.2,52.6,11.2
16339,A. Mourid,20,Morocco,CD Leganés,58,69,200000,1000,"CDM, CB",360000.0,RES,2024.0,56.0,35.0,53.0,49.0,55.0,47.81818181818182,53.4,57.5,10.8
16340,L. Justiniano,18,Bolivia,Nacional Potosí,58,69,180000,500,CB,423000.0,RES,2024.0,57.0,33.0,44.0,48.0,58.0,46.36363636363637,49.6,58.1,10.6
16341,T. Reyners,20,Belgium,Waasland-Beveren,58,69,220000,1000,"LM, CAM, CM",363000.0,RES,2022.0,77.0,47.0,49.0,67.0,36.0,56.90909090909091,55.4,48.9,11.2
16342,A. Theate,20,Belgium,KV Oostende,58,69,200000,1000,"CB, LB",330000.0,LCB,2023.0,64.0,29.0,48.0,49.0,55.0,45.0,50.0,57.4,9.2
16343,B. Domingues,20,France,ESTAC Troyes,58,69,220000,1000,"LM, CAM",429000.0,RES,2021.0,64.0,51.0,54.0,62.0,31.0,56.18181818181818,56.0,44.2,10.0
16344,B. Abundis,20,Mexico,Atlético de San Luis,58,69,220000,2000,ST,418000.0,SUB,2024.0,61.0,61.0,47.0,67.0,22.0,59.09090909090909,55.4,37.8,11.8
16345,D. Bangoura,18,Guinea,Stade Brestois 29,58,69,200000,1000,LW,440000.0,RES,2021.0,80.0,47.0,46.0,66.0,16.0,55.54545454545455,51.4,35.1,11.0
16346,V. Schippers,19,Netherlands,Willem II,58,69,190000,850,RB,323000.0,RES,2022.0,56.0,33.0,37.0,53.0,63.0,44.81818181818182,45.8,57.9,10.4
16347,D. Emeksiz,20,Turkey,Yeni Malatyaspor,58,69,220000,2000,CM,484000.0,SUB,2023.0,61.0,49.0,61.0,68.0,41.0,59.27272727272727,60.8,51.6,9.0
16348,O. Cetiner,19,France,USL Dunkerque,58,69,210000,650,"CAM, CM",410000.0,RES,2021.0,63.0,42.0,61.0,61.0,45.0,55.90909090909091,58.8,52.3,12.8
16349,C. Kelly,21,Republic of Ireland,Bohemian FC,58,68,190000,500,"CB, LB",333000.0,RES,2020.0,47.0,34.0,47.0,50.0,57.0,45.27272727272727,49.6,57.7,9.8
16350,S. Want,23,Scotland,Hamilton Academical FC,58,68,190000,1000,CB,371000.0,LCB,2023.0,50.0,28.0,30.0,36.0,60.0,39.45454545454545,41.0,54.5,9.2
16351,B. Ozegovic,20,Austria,WSG Tirol,58,68,160000,950,GK,264000.0,SUB,2023.0,29.5,27.25,13.5,25.5,15.666666666666666,21.454545454545453,22.0,23.4,57.0
16352,K. Jameson,21,England,Oldham Athletic,58,68,190000,2000,CB,371000.0,SUB,2021.0,54.0,28.0,36.0,38.0,62.0,38.36363636363637,41.6,55.4,9.2
16353,D. Jończy,23,Poland,Zagłębie Lubin,58,68,190000,1000,CB,295000.0,RCB,2021.0,57.0,26.0,30.0,31.0,58.0,35.18181818181818,37.6,53.6,10.2
16354,L. Wade-Slater,22,Republic of Ireland,Bohemian FC,58,68,200000,550,RM,350000.0,SUB,2020.0,67.0,52.0,54.0,58.0,52.0,56.27272727272727,57.2,56.8,11.2
16355,W. Smith,21,England,Harrogate Town,58,68,190000,1000,CB,371000.0,RCB,2021.0,61.0,26.0,39.0,43.0,57.0,41.63636363636363,45.6,56.5,11.4
16356,D. Pawłowski,21,Poland,Górnik Zabrze,58,68,190000,750,"RB, RM",295000.0,SUB,2021.0,68.0,49.0,54.0,60.0,54.0,55.72727272727273,57.2,56.5,9.8
16357,K. Le Roy,22,France,FC Chambly Oise,58,68,160000,600,GK,312000.0,RES,2021.0,25.75,30.0,15.0,23.5,10.666666666666666,20.727272727272727,21.0,20.5,58.6
16358,A. Majrashi,22,Saudi Arabia,Al Raed,58,68,190000,3000,"CDM, CM",352000.0,SUB,2022.0,63.0,43.0,51.0,62.0,56.0,53.0,56.0,58.7,11.0
16360,S. Ben Amar,22,Morocco,Nîmes Olympique,58,68,210000,3000,ST,462000.0,SUB,2021.0,61.0,56.0,44.0,55.0,27.0,56.45454545454545,51.6,40.4,11.0
16361,G. Tryggvason,20,Iceland,IK Start,58,68,210000,550,"LM, ST",305000.0,RES,2023.0,74.0,57.0,53.0,61.0,29.0,57.90909090909091,54.2,42.4,9.2
16362,Kim Joon Beom,22,Korea Republic,Incheon United FC,58,68,200000,750,CM,290000.0,SUB,2023.0,72.0,43.0,55.0,61.0,48.0,58.0,60.8,55.9,7.2
16363,T. Fleckstein,21,Germany,MSV Duisburg,58,68,190000,500,CB,314000.0,RES,2022.0,56.0,24.0,42.0,52.0,60.0,43.27272727272727,46.6,56.1,6.8
16364,S. Belkahia,21,Germany,TSV 1860 München,58,68,190000,500,CB,314000.0,SUB,2021.0,54.0,37.0,36.0,36.0,55.0,41.72727272727273,42.6,55.1,10.4
16365,M. Al Rubaie,22,Saudi Arabia,Al Ahli,58,68,160000,3000,GK,304000.0,RES,2023.0,35.5,34.75,28.25,35.75,22.666666666666668,31.0,34.4,34.1,57.4
16366,P. González,21,Paraguay,Olimpia Asunción,58,68,160000,500,GK,384000.0,RES,2024.0,29.25,30.25,27.0,22.75,10.333333333333334,23.727272727272727,28.4,23.9,58.4
16367,O. Hanin,22,Israel,1. FSV Mainz 05,58,68,160000,3000,GK,320000.0,RES,2023.0,30.5,30.5,18.25,22.5,13.666666666666666,24.727272727272727,26.6,24.4,57.2
16368,P. Therkildsen,22,Denmark,AC Horsens,58,68,200000,2000,CM,290000.0,SUB,2023.0,66.0,47.0,57.0,60.0,51.0,57.27272727272727,60.0,57.9,7.6
16369,A. Gözütok,19,Germany,1. FC Kaiserslautern,58,68,200000,600,"CAM, CM",330000.0,SUB,2022.0,66.0,47.0,53.0,65.0,36.0,56.54545454545455,55.8,47.2,9.8
16370,R. Danzaki,20,Japan,Hokkaido Consadole Sapporo,58,68,210000,850,"LM, CAM",305000.0,SUB,2021.0,70.0,50.0,56.0,63.0,30.0,55.90909090909091,56.0,44.6,10.0
16371,C. Salas,20,Chile,Coquimbo Unido,58,68,210000,550,LW,326000.0,SUB,2024.0,61.0,54.0,47.0,60.0,19.0,56.63636363636363,53.2,37.4,10.0
16372,G. Pérez,19,Uruguay,Liverpool Fútbol Club,58,68,180000,500,CB,423000.0,SUB,2024.0,60.0,33.0,44.0,48.0,57.0,48.18181818181818,51.8,58.6,10.8
16373,A. Samudio,21,Paraguay,Club Guaraní,58,68,210000,500,RW,494000.0,RES,2024.0,71.0,57.0,51.0,59.0,23.0,57.72727272727273,53.8,40.2,11.0
16374,D. Abiama,21,Nigeria,SpVgg Greuther Fürth,58,68,210000,2000,ST,368000.0,SUB,2022.0,73.0,59.0,37.0,54.0,20.0,55.63636363636363,48.2,36.4,9.6
16375,Nacho Córdoba,20,Spain,Albacete BP,58,68,160000,700,GK,280000.0,RES,2021.0,24.25,28.5,16.25,20.75,11.0,20.727272727272727,22.6,21.6,57.2
16376,M. Ba,20,Mali,BB Erzurumspor,58,68,190000,2000,CDM,409000.0,RES,2022.0,66.0,45.0,55.0,55.0,53.0,55.36363636363637,58.6,58.1,10.2
16377,C. Barlık,20,Turkey,BB Erzurumspor,58,68,210000,2000,RM,452000.0,SUB,2022.0,66.0,52.0,55.0,61.0,33.0,56.0,56.0,45.6,10.8
16378,T. Donsanti,20,Argentina,Newell's Old Boys,58,68,210000,2000,ST,357000.0,SUB,2023.0,61.0,60.0,44.0,56.0,21.0,56.45454545454545,52.0,38.1,8.8
16379,D. Açka,22,Albania,Politehnica Iaşi,58,68,190000,1000,CDM,295000.0,SUB,2022.0,58.0,42.0,54.0,48.0,57.0,51.63636363636363,54.8,58.7,11.0
16380,N. Monzango,19,DR Congo,Amiens SC,58,68,180000,550,CB,360000.0,RES,2024.0,63.0,28.0,39.0,44.0,59.0,41.27272727272727,44.0,56.2,10.4
16381,J. Buchta,19,Austria,FC Admira Wacker Mödling,58,68,180000,950,"RB, LB, CB",297000.0,SUB,2024.0,68.0,26.0,49.0,51.0,54.0,45.09090909090909,50.4,57.4,10.6
16382,J. Ruddy,23,Scotland,Plymouth Argyle,58,67,150000,2000,GK,293000.0,SUB,2021.0,39.5,31.5,26.75,37.75,16.0,30.0,32.2,27.9,56.4
16383,R. Feely,23,Republic of Ireland,St. Patrick's Athletic,58,67,180000,500,"RB, CB",315000.0,RB,2020.0,48.0,38.0,51.0,53.0,57.0,49.54545454545455,53.6,57.8,11.2
16384,D. Mottley-Henry,22,England,Bradford City,58,67,200000,3000,RM,390000.0,RM,2021.0,87.0,45.0,49.0,60.0,28.0,54.63636363636363,54.2,45.0,11.4
16385,R. Pyke,22,England,Shrewsbury,58,67,200000,2000,"ST, RM",390000.0,ST,2023.0,77.0,55.0,42.0,61.0,30.0,58.54545454545455,53.2,43.1,10.6
16386,M. Stevens,22,England,Forest Green Rovers,58,67,200000,3000,ST,390000.0,SUB,2022.0,71.0,58.0,44.0,58.0,21.0,57.36363636363637,53.4,39.8,8.8
16387,L. Edwards,23,England,Bolton Wanderers,58,67,180000,2000,CB,351000.0,SUB,2022.0,55.0,31.0,38.0,43.0,60.0,40.90909090909091,44.6,56.5,11.2
16388,M. Mehnert,22,Norway,SK Brann,58,67,200000,950,ST,290000.0,SUB,2021.0,76.0,57.0,42.0,58.0,27.0,57.63636363636363,51.8,42.3,10.2
16389,L. Obexer,23,Switzerland,BSC Young Boys,58,67,180000,3000,"LB, LM",306000.0,RES,2023.0,68.0,35.0,44.0,57.0,54.0,50.36363636363637,52.0,56.5,9.0
16390,L. Di Yorio,23,Argentina,Club Atlético Aldosivi,58,67,200000,2000,ST,330000.0,RES,2021.0,40.0,57.0,46.0,56.0,21.0,56.09090909090909,50.8,37.9,8.4
16391,M. Nanizayamo,22,France,FC Lausanne-Sport,58,67,180000,2000,CB,297000.0,LCB,2021.0,63.0,25.0,39.0,37.0,56.0,39.90909090909091,43.2,54.7,9.4
16393,B. Mathis,22,France,Rodez Aveyron Football,58,67,200000,950,ST,390000.0,RES,2021.0,59.0,59.0,47.0,61.0,22.0,57.63636363636363,52.4,39.2,10.4
16394,M. Al Qahtani,23,Saudi Arabia,Al Wehda,58,67,190000,3000,"CM, CDM",352000.0,RES,2022.0,62.0,44.0,57.0,60.0,47.0,56.27272727272727,59.6,54.8,10.0
16395,M. Peralta,23,Argentina,Atlético Tucumán,58,67,200000,2000,ST,330000.0,SUB,2023.0,65.0,59.0,48.0,55.0,30.0,57.45454545454545,53.6,42.9,9.4
16396,M. Sprang,19,Germany,FSV Zwickau,58,67,150000,500,GK,248000.0,SUB,2021.0,21.25,30.5,16.5,17.0,12.333333333333334,22.272727272727273,25.4,20.6,56.6
16397,C. Zuvela,23,Australia,Sydney FC,58,67,180000,1000,"CDM, CM",261000.0,SUB,2021.0,59.0,43.0,53.0,59.0,53.0,54.0,57.0,57.9,12.4
16398,F. Al Tryes,23,Saudi Arabia,Ettifaq FC,58,67,200000,4000,RM,370000.0,SUB,2021.0,74.0,45.0,51.0,62.0,31.0,54.27272727272727,54.2,43.0,9.8
16400,T. Schättin,23,Switzerland,FC Zürich,58,67,180000,2000,LB,297000.0,RES,2022.0,68.0,29.0,42.0,51.0,55.0,46.36363636363637,49.0,56.5,10.4
16401,O. Afolayan,22,England,West Ham United,58,67,200000,6000,ST,420000.0,RES,2021.0,77.0,54.0,54.0,62.0,27.0,60.0,56.8,44.3,11.2
16402,F. Manzo,21,Chile,Unión La Calera,58,67,200000,500,"CAM, CM",310000.0,SUB,2023.0,67.0,48.0,56.0,63.0,36.0,57.0,58.2,48.9,11.0
16403,A. Al Yami,23,Saudi Arabia,Al Hazem,58,67,200000,3000,"ST, LM",370000.0,SUB,2022.0,85.0,57.0,46.0,60.0,20.0,58.54545454545455,53.6,39.1,11.2
